date, value
2023-06-15,70.6800
2023-06-16,71.7800
2023-06-19,71.2900
2023-06-20,70.5000
2023-06-21,72.5200
2023-06-22,69.3600
2023-06-23,69.1600
2023-06-26,69.5300
2023-06-27,68.0300
2023-06-28,69.5600
2023-06-29,69.5900
2023-06-30,70.6400
2023-07-03,69.7900
2023-07-04,71.0500
2023-07-05,71.7900
2023-07-06,71.8400
2023-07-07,73.8600
2023-07-10,74.1000
2023-07-11,74.8300
2023-07-12,75.7500
2023-07-13,77.2300
2023-07-14,75.2700
2023-07-17,74.1000
2023-07-18,75.7500
2023-07-19,75.2300
2023-07-20,75.6300
2023-07-21,77.0700
2023-07-24,78.8700
2023-07-25,79.3200
2023-07-26,79.0100
2023-07-27,79.6300
2023-07-28,80.6700
2023-07-31,81.6400
2023-08-01,82.2500
2023-08-02,79.7100
2023-08-03,81.7900
2023-08-04,82.8200
2023-08-07,81.9400
2023-08-08,82.7500
2023-08-09,84.2600
2023-08-10,82.8900
2023-08-11,83.1900
2023-08-14,82.3900
2023-08-15,80.9900
2023-08-16,79.3800
2023-08-17,80.0800
2023-08-18,81.2500
2023-08-21,80.8300
2023-08-22,80.2500
2023-08-23,78.6200
2023-08-24,79.0500
2023-08-25,80.0500
2023-08-28,80.0100
2023-08-29,81.3700
2023-08-30,81.6300
2023-08-31,83.5700
2023-09-01,85.5500
2023-09-04,85.8400
2023-09-05,86.8100
2023-09-06,87.6600
2023-09-07,86.7000
2023-09-08,87.5100
2023-09-11,87.3000
2023-09-12,88.8400
2023-09-13,88.7000
2023-09-14,90.5300
2023-09-15,90.7700
2023-09-18,92.3600
2023-09-19,91.5600
2023-09-20,90.2800
2023-09-21,89.7600
2023-09-22,90.0300
2023-09-25,89.7800
2023-09-26,90.5700
2023-09-27,93.8400
2023-09-28,91.7900
2023-09-29,90.7900
2023-10-02,88.4700
2023-10-03,89.3900
2023-10-04,84.3700
2023-10-05,82.8900
2023-10-06,82.7900
2023-10-09,86.4500
2023-10-10,85.9200
2023-10-11,83.2000
2023-10-12,83.4600
2023-10-13,87.6900
2023-10-16,86.8200
2023-10-17,88.0600
2023-10-18,88.2500
2023-10-19,90.3000
2023-10-20,88.7500
2023-10-23,86.5100
2023-10-24,83.7000
2023-10-25,85.3900
2023-10-26,83.5800
2023-10-27,85.5400
2023-10-30,82.3100
2023-10-31,81.0200
2023-11-01,80.9200
2023-11-02,82.5300
2023-11-03,80.5100
2023-11-06,80.8200
2023-11-07,77.4600
2023-11-08,75.4500
2023-11-09,75.7400
2023-11-10,77.1700
2023-11-13,78.5800
2023-11-14,78.2600
2023-11-15,76.6600
2023-11-16,72.9000
2023-11-17,75.8400
2023-11-20,78.0300
2023-11-24,75.5700
2023-11-27,75.6700
2023-11-28,75.1600
2023-11-29,76.5900
2023-11-30,77.7000
2023-12-01,75.6300
2023-12-04,74.8400
2023-12-05,73.2400
2023-12-06,72.1600
2023-12-07,69.3400
2023-12-08,71.2600
2023-12-11,71.3200
2023-12-12,68.6100
2023-12-13,69.4700
2023-12-14,71.5800
2023-12-15,71.7900
2023-12-18,72.4700
2023-12-19,73.5800
2023-12-20,74.2200
2023-12-21,73.8900
2023-12-22,73.4900
2023-12-25,73.5600
2023-12-26,75.5700
2023-12-27,74.1100
2023-12-28,71.7700
2023-12-29,71.3300
2024-01-01,71.6500
2024-01-02,70.3800
2024-01-03,72.7000
2024-01-04,72.1900
2024-01-05,73.9500
2024-01-08,70.7700
2024-01-09,72.2400
2024-01-10,71.3700
2024-01-11,72.0200
2024-01-12,72.7600
2024-01-15,72.5000
2024-01-16,72.4000
2024-01-17,72.5600
2024-01-18,74.0800
2024-01-19,73.7100
2024-01-22,75.0100
2024-01-23,74.3700
2024-01-24,75.0900
2024-01-25,77.1200
2024-01-26,78.2300
2024-01-29,76.7800
2024-01-30,77.7900
2024-01-31,75.8500
2024-02-01,73.8200
2024-02-02,72.4100
2024-02-05,72.7800
2024-02-06,73.3100
2024-02-07,73.8600
2024-02-08,76.2200
2024-02-09,76.6000
2024-02-12,76.9200
2024-02-13,77.8700
2024-02-14,76.6400
2024-02-15,78.0300
2024-02-16,79.2200
2024-02-19,79.2900
2024-02-20,78.2700
2024-02-21,77.9100
2024-02-22,78.6100
2024-02-23,76.5700
2024-02-26,77.6000
2024-02-27,78.8700
2024-02-28,78.5400
2024-02-29,78.2600
2024-03-01,79.8100
2024-03-04,78.7400
2024-03-05,78.1500
2024-03-06,79.1300
2024-03-07,78.9300
2024-03-08,78.0100
2024-03-11,78.1100
2024-03-12,77.9800
2024-03-13,79.7200
2024-03-14,81.0800
2024-03-15,81.0400
2024-03-18,82.7900
2024-03-19,83.1200
2024-03-20,81.6800
2024-03-21,80.9300
2024-03-22,80.8200
2024-03-25,81.9500
2024-03-26,81.2800
2024-03-27,81.3500
2024-03-28,83.1100
2024-03-29,83.1700
2024-04-01,83.7100
2024-04-02,85.1500
2024-04-03,85.7800
